315,4.1,14.6,9.3,0.0,41,38,154,濃巧克力咖啡星冰樂                      ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
412,4.4,18,11.5,0.0,57,46,246,濃焦糖咖啡星冰樂            ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
347,9.0,18.1,10.9,0.0,38,36,167,濃焦糖那堤                                                  ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
333,8.4,13.7,8.2,0.0,43,34,231,白巧克力咖啡那堤 ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
272,1.2,6.7,4,0,52,44,15,西瓜荔枝蘆薈星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
261,2.9,6.1,3.9,0,53,36,176,星巴克咖啡星球星冰樂      ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
109,0.3,0.1,0,0,27,25,12,香檸蜜柚冷萃咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
308,4.0,13.5,8.7,0,46,43,153,摩卡可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100,1,6,3.5,0,12,12,20,經典特調氮氣冷萃咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
100,1,6,3.5,0,12,12,20,經典特調冷萃咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
165,6.6,6.2,3.5,0,21,20,85,醇濃抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
120,0.2,0.1,0,0,29,28,18,芒果石榴星冰茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
404,5.4,24.5,15.6,0,41,38,183,雙濃粹義式咖啡星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
370,4,24.1,15.5,0,34,32,181,醇濃抹茶奶霜星冰樂          ,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
333,10.8,14.4,8.6,0,40,39,174,萬聖節南瓜風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
168,4.3,3.6,2.0,0,30,23,55,黑糖葛粉吉利紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
279,4.3,11.4,6.9,0,42,39,181,黑摩卡可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
420,5.6,16.3,11.1,0,65,0,235,摩卡酷可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
243,3.8,11.4,6.9,0,32,31,161,香草風味星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
253,4.5,12.0,7.3,0,34,33,158,巧克力星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
306,5.1,14.5,9.3,0,42,41,192,巧克力可可碎片星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
323,4.8,11.6,7.0,0,50,49,166,抹茶奶霜星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
115,6.2,5.9,3.4,0,9,8,76,冰那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
333,7.1,3.3,1.8,0,69,0,169,紅豆抹茶星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
157,0.6,0.2,0.0,0,38,37,104,雙果果汁星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
145,4.8,5.6,3.9,0,23,19,56,經典紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105,2.9,3.3,2.3,0,22,21,33,冰經典紅茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
145,4.8,5.6,3.9,0,23,19,56,玫瑰蜜香茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105,2.9,3.3,2.3,0,22,21,33,冰玫瑰蜜香茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
235,9.5,9.1,5.1,0.3,29,28,118,抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
174,6.4,5.8,3.3,0.2,24,23,80,冰抹茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0,0.0,0.0,0.0,0,0,0,1,冰茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0,0.0,0.0,0.0,0,0,0,4,碧螺春,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
144,5.7,5.4,3.1,0,18,0,68,香草風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0,0.0,0.0,0.0,0,0,0,0,東方美人,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0,0.0,0.0,0.0,0,0,0,0,紅玉紅茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
0,0.0,0.0,0.0,0,0,0,0,阿里山烏龍茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
433,11.6,26.1,15.7,0,45,36,113,經典巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
321,8.3,21.0,11.8,0,30,24,86,冰經典巧克力,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
230,7.0,12.0,7.0,0,28,0,0,兒童熱可可,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
142,1.2,0.3,0.0,0,34,0,36,草莓鮮果昔,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
243,3.8,11,7,0,32,0,161,紅豆香草星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
3,0.3,0.1,0,0,0,0,5,冰每日精選咖啡,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
72,1.9,2.2,1.6,0,11.1,0,21.6,茶密斯朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
158,5.5,5.2,3.0,0,23,0,68,冰香草風味那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
79,1.4,1.7,1.2,0,14.5,0,16.4,冰茶密斯朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
105,0.4,9.3,6.2,0,3.0,0,8.0,濃縮康寶藍,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
9,0.5,0.2,0.1,0,1.0,0,3.0,濃縮瑪奇朵,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
364,3.1,14.3,8.9,0,57,0,200,焦糖三重奏咖啡星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
239,3.8,2.1,0.9,0,54,0,105,芒果香蕉星冰樂,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
143,3.8,3.6,2.2,0,25,0,59,印度茶那堤,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
70,0.2,0,0,0,17,0,4,冰搖檸檬茶,Starbucks,https://www.starbucks.com.tw/home/index.jspx,20190923,一份
